title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
The Trade of Queens	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Trade of Queens	Read	Book		89047	31687361	B0195CI1QS			original exact match retained		
Empire Games	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Empire Games	Read	Book		448665	30795277	B01NCWQP6F			original exact match retained		
Dark State	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Dark State	Read	Book		459046	31157633	B078MR6WQ6			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	110
Invisible Sun	Charles Stross	2025-05-22	2025-05-22	finish date missing/different	title/author	Invisible Sun	Read	Audio		460862	30412312	B09HDBYS33			original exact match retained		
Mutineer	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mutineer	Read	Book		351855	26230501	B002V8H6V0			original exact match retained		
Deserter	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Deserter	Read	Book		1023700	31048219	B002V0LUOW			original exact match retained		
Defiant	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Defiant	Read	Book		643162	30621960	B002V1NQ66			original exact match retained		
Training Daze	Mike Shepherd	2025-05-22	2025-05-22	not found in export								B00INB44PA		Mutineer / Mike Shepherd [Read; Book; book 351855] | Intrepid / Mike Shepherd [Read; Book; book 1023702] | The Burning Maze / Rick Riordan, Robbie Daymond (Narrator) [Want to Read; Audio; book 431023]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Resolute	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Resolute	Read	Book		1023718	31048237	B002V1NQAC			original exact match retained		
Audacious	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Audacious	Read	Book		1023701	31048220	B002V1NQDO			original exact match retained		
Intrepid	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Intrepid	Read	Book		1023702	31048221	B002V0A7AA			original exact match retained		
Ancillary Justice	Ann Leckie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ancillary Justice	Read	Book		95034	30629193	1549174908	9781549174902		original exact match retained		
Ancillary Sword	Ann Leckie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ancillary Sword	Read	Book		42612	30447521	B00O5GFLRC			original exact match retained		
Ancillary Mercy	Ann Leckie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ancillary Mercy	Read	Book		89213	30889924	B014JWUK8Q			original exact match retained		
Agent of Hel	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Dark Currents	Read	Book		473150	31599994	B009UX3BUE			paired manually	ABS subtitle is Dark Currents and series is Agent of Hel volume 1; matches export.	107
Autumn Bones	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Autumn Bones	Read	Book		461552	30393652	B00FJR96ZE			original exact match retained		
Poison Fruit	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Poison Fruit	Read	Book		459433	30393654	B00O8IPW3K			original exact match retained		
Off to Be the Wizard	Scott Meyer	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Off to Be the Wizard	Read	Book		427622	12252114	B00IIS32NI			original exact match retained		
Ghost Talkers	Mary Robinette Kowal	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ghost Talkers	Read	Book		441128	2435539	B01GSJHSS8			original exact match retained		
Dead Rising	Debra Dunbar	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Dead Rising	Read	Book		496530	30444990	B01KU584NE			original exact match retained		
Last Breath	Debra Dunbar	2025-05-22	2025-05-22	not found in export								B01M1GZW4M		Last Bastion / Travis Bach, Rachel Aaron, Josh Hurley (Reading) [Read; Book; book 587479] | A Suburban Summoning / Debra Dunbar [Want to Read; Book; book 612356] | Juliet Takes a Breath / Gabby Rivera [Want to Read; Book; book 222977]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Bare Bones	Debra Dunbar	2025-05-22	2025-05-22	not found in export								B01M5D0DWC		A Demon Bound / Debra Dunbar [Read; Book; book 612355] | A Crown of Imp and Bone / Debra Dunbar, Angela Rysk (Narrator) [Read; Audio; book 1612359] | Angel of Chaos / Debra Dunbar [Read; Book; book 612349]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Indexing	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Indexing	Read	Book		318992	31600040	B00IK12AZ4			original exact match retained		
Indexing: Reflections	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Indexing: Reflections	Read	Book		995889	31020646	B0198LMI2O			original exact match retained		
Shadows of Self	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Shadows of Self	Read	Book		135725	30468880	B014LLCT7A			original exact match retained		
The Bands of Mourning	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Bands of Mourning	Read	Book		427966	2316588	B0189QQXRA			original exact match retained		
The Alloy of Law	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Alloy of Law	Read	Book		330249	30422640	B005ZUI3OA			original exact match retained		
The Final Empire	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Mistborn: The Final Empire	Read	Book		369692	5195452	B002V0QCYU			paired manually	Mistborn series prefix added; same author and first novel.	674
The Well of Ascension	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Well of Ascension	Read	Book		427383	18882062	B002V5GLQ4			original exact match retained		
The Hero of Ages	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Hero of Ages	Read	Book		103241	4780391	B002VA9IKK			original exact match retained		
Naamah's Kiss	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Naamah's Kiss	Read	Ebook		386472	533188	B002VA9N4Q			original exact match retained		
Naamah's Curse	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Naamah's Curse	Read	Book		93422	19342135	B003R2X1JK			original exact match retained		
Naamah's Blessing	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Naamah's Blessing	Read	Book		261819	3729310	B0058JNUCS			original exact match retained		
Beggars in Spain	Nancy Kress	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Beggars in Spain	Read	Book		327532	22236020	B002V1JFFC			original exact match retained		
Steelheart	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Steelheart	Read	Book		39657	30565057	B00ECDZ08I			original exact match retained		
Mitosis	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Mitosis: A Reckoners Story	Read	Book		427474	30425894	B00LSYYMY2			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	909
Firefight	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Firefight	Read	Book	2025-12-16	427458	31563073	B00O3IUEII			original exact match retained		
Calamity	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Calamity	Read	Book		427477	31687337	B019P7DVPE			original exact match retained		
Brilliance of the Moon	Lian Hearn	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Brilliance of the Moon	Read	Book		229421	15015433	B002V5BU42			original exact match retained		
Across the Nightingale Floor	Lian Hearn	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Across the Nightingale Floor	Read	Book		307890	25369771	B002VAA7UU			original exact match retained		
Grass for His Pillow	Lian Hearn	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Grass for His Pillow	Read	Book		446802	23063169	B002V5CMTO			original exact match retained		
Harsh Cry of the Heron	Lian Hearn	2025-05-22	2025-05-22	not found in export								B002V0RNHK		Brilliance of the Moon / Lian Hearn [Read; Book; book 229421] | Across the Nightingale Floor / Lian Hearn [Read; Book; book 307890] | Gardens of the Moon / Steven Erikson [Read; Book; book 319998]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
The Aeronaut's Windlass	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Aeronaut's Windlass	Read	Book		458602	6454628	B0143O99FK			original exact match retained		
Furies of Calderon	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Furies of Calderon	Read	Book		380212	30504276	B002V8HC7I			original exact match retained		
Furies of Calderon	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Furies of Calderon	Read	Book		380212	30504276	B002V8HC7I			original exact match retained		
Academ's Fury	Jim Butcher	2025-05-22	2025-05-22	finish date missing/different	title/author	Academ's Fury	Read	Audio		446853	30432187	B002V18EH2			original exact match retained		
Cursor's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Cursor's Fury	Read	Book		437923	30429326	B002V0TG16			original exact match retained		
Cursor's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Cursor's Fury	Read	Book		437923	30429326	B002V0TG16			original exact match retained		
Captain's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Captain's Fury	Read	Book		258514	1948989	B002V5CMK8			original exact match retained		
Princeps' Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Princeps' Fury	Read	Book		40860	30919438	B002V0KCYG			original exact match retained		
First Lord's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	First Lord's Fury	Read	Book		10095	30492172	B0036NA8QO			original exact match retained		
First Lord's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	First Lord's Fury	Read	Book		10095	30492172	B01JZM8RH6			original exact match retained		
Insurrection	Thomas M. Reid	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Insurrection	Read	Ebook		837630	31687437	B00AW2ZHMC			original exact match retained		
Insurrection	David Weber, Steve White	2025-05-22	2025-05-22	not found in export								B01BO6TDNS		Insurrection / Thomas M. Reid [Read; Ebook; book 837630] | Resurrection /  [Read; Book; book 726991] | Extinction / Lisa Smedman [Read; Book; book 796228]	not found in export after manual review	Export Insurrection is by Thomas M. Reid, not David Weber / Steve White.	
Dissolution	Richard Lee Byers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Dissolution	Read	Ebook		271668	296765	B00AWDA6C2			original exact match retained		
Queen of the Darkness	Anne Bishop	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Queen of the Darkness	Read	Book		275805	1982776	B003RCE1JY			original exact match retained		
Daughter of the Blood	Anne Bishop	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Daughter of the Blood	Read	Book		447718	26484641	B003C28KXM			original exact match retained		
Heir to the Shadows	Anne Bishop	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Heir to the Shadows	Read	Book		446147	30506635	B003LMNK2E			original exact match retained		
You Have to F--king Eat	Adam Mansbach	2025-05-22	2025-05-22	finish date missing/different	title/author	You Have to F--king Eat	Read	Audio		948710	30973759	B00P9JHMDK			original exact match retained		
Cryptonomicon	Neal Stephenson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Cryptonomicon	Read	Book		386719	5310645	B086WMZ9WR			original exact match retained		
Kushiel's Dart	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Dart	Read	Book		427397	10192683	B002V8HEEE	9781400179497		original exact match retained		
Kushiel's Chosen	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Chosen	Read	Book		439003	32164650	B002VA8LKS	9781400179503		original exact match retained		
Kushiel's Avatar	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Avatar	Read	Book		439093	11559033	B002V082MA	9781400179510		original exact match retained		
Kushiel's Scion	Jacqueline Carey	2025-05-22	2025-05-22	not found in export								B002VAA9S0		Kushiel's Chosen / Jacqueline Carey [Read; Book; book 439003] | Kushiel's Mercy / Jacqueline Carey, Simon Vance [Read; Book; book 338270] | Kushiel's Dart / Jacqueline Carey [Read; Book; book 427397]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Kushiel's Justice	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Kushiel's Justice	Read	Book		380013	31687460	B002V5GZQK			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1291
Kushiel's Mercy	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Mercy	Read	Book		338270	31687318	B002V0TG4I			original exact match retained		
The Hallowed Hunt	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Hallowed Hunt	Read	Ebook		383394	30436804	B002V0QHSG			original exact match retained		
Penric and the Shaman	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Penric and the Shaman	Read	Book		461429	30432952	B01NACOKLN			original exact match retained		
Penric's Mission: A Novella in the World of the Five Gods	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Penric's Mission	Read	Book		489681	30436805	B01MUCWLLY			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	270
The Curse of Chalion	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Curse of Chalion	Read	Book		146704	22817578	B002V0M5FU			original exact match retained		
Paladin of Souls	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Paladin of Souls	Read	Book		381205	20163176	B002UZLB92			original exact match retained		
Machine Man	Max Barry	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Machine Man 	Read	Book		333174	5030319	B005FMYOIC			original exact match retained		
Snow Crash	Neal Stephenson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Snow Crash	Read	Book		92854	6323255	B002UUKWCY			original exact match retained		
Snow Crash	Neal Stephenson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Snow Crash	Read	Book		92854	6323255	B002UUKWCY			original exact match retained		
Bellwether	Connie Willis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Bellwether	Read	Book		107801	16610886	B002V1BMW6			original exact match retained		
1Q84	Haruki Murakami, Jay Rubin - translator, Philip Gabriel - translator	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	1Q84	Read	Book		427687	28550547	B005XZM7R6			original exact match retained		
Hard-Boiled Wonderland and the End of the World	Haruki Murakami	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Hard-Boiled Wonderland and the End of the World	Read	Book		430705	20105775	B07DFM7Y68			original exact match retained		
Storm Front	Jim Butcher	2025-05-22	2025-05-22	not found in export								B002V8KYMI		First Lord's Fury / Jim Butcher [Read; Book; book 10095] | Cursor's Fury / Jim Butcher [Read; Book; book 437923] | Furies of Calderon / Jim Butcher [Read; Book; book 380212]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Fool Moon	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Fool Moon	Read	Book		183010	19170037	B002V1BII4			original exact match retained		
Grave Peril	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Grave Peril	Read	Book		309362	30117722	B002V8MMPU			original exact match retained		
Death Masks	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Death Masks	Read	Book		1244	19221704	B002V9ZE4A			original exact match retained		
Turn Coat	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Turn Coat	Read	Book		187503	17446455	B002V0M1R2			original exact match retained		
Changes: The Dresden Files, Book 12	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Changes	Read	Book		252854	30527416	B003DORDUU			paired manually	Series suffix only; Jim Butcher and volume 12 agree.	649
Side Jobs	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Side Jobs: Stories from The Dresden Files	Read	Book		445869	30430493	B004708FYW			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	650
Ghost Story	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ghost Story	Read	Book		333169	30446743	B00UVR0LWY			original exact match retained		
Go the F--k to Sleep	Adam Mansbach, Ricardo Cortes - illustrator	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Go the Fuck to Sleep	Read	Book		799532	30806478	B00551W570			paired manually	Censored title; same author and illustrator.	160
The Name of the Wind	Patrick Rothfuss	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Name of the Wind	Read	Book		379217	19454574	B002UZMLXM			original exact match retained		
The Wise Man's Fear	Patrick Rothfuss	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Wise Man's Fear	Read	Book		381332	31488150	B007Q37QD8			original exact match retained		
Bad Habit	Alana S. Portero, Mara Faye Lethem - translator	2025-05-22	2025-05-22	no read audiobook in export	manual book-level pairing	Bad Habit	Read	Book	2025-05-22	1204816	32164695	B0CCW3TN5J			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2218
The Sword of Kaigen: A Theonite War Story	M. L. Wang	2025-05-23	2025-05-22	no read audiobook in export	manual book-level pairing	The Sword of Kaigen	Read	Book	2025-05-23	445706	30396833	B08GGD1BH1			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	419
The Book Eaters	Sunyi Dean	2025-05-24	2025-05-23		title/author	The Book Eaters	Read	Audio	2025-05-24	465119	30382792	B09GH8QVT4			original exact match retained		
Wrath Goddess Sing	Maya Deane	2025-05-25	2025-05-24	no read audiobook in export	manual book-level pairing	Wrath Goddess Sing	Read	Book	2025-05-25	455447	31668545	B09JXLRPMQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1516
Raven Stratagem	Yoon Ha Lee	2025-05-25	2025-05-25	not marked read; no read audiobook in export; finish date missing/different	title/author	Raven Stratagem	Want to Read	Book		430697	31534766	B072JV8KMX			original exact match retained		
Revenant Gun	Yoon Ha Lee	2025-05-25	2025-05-25	not marked read; no read audiobook in export; finish date missing/different	title/author	Revenant Gun	Want to Read	Book		459138	30400629	B07DLGK6LR			original exact match retained		
Hexarchate Stories	Yoon Ha Lee	2025-05-25	2025-05-25	not marked read; no read audiobook in export; finish date missing/different	title/author	Hexarchate Stories	Want to Read	Book		459137	30567068	198000661X			original exact match retained		
Compass Rose	Anna Burke	2025-05-26	2025-05-25	no read audiobook in export	title/author	Compass Rose	Read	Book	2025-05-26	439105	12372412	B07VKF2R57			original exact match retained		
Moonstone: The Boy Who Never Was	Sjon, Victoria Cribb - translator	2025-05-26	2025-05-26	no read audiobook in export	title/author	Moonstone: The Boy Who Never Was	Read	Book	2025-05-26	1222850	31247898	B01IIPG43U			original exact match retained		
Knot of Shadows	Lois McMaster Bujold	2025-05-26	2025-05-26	no read audiobook in export; finish date missing/different	title/author	Knot of Shadows	Read	Book		696198	30684850	B09MR6VNJD			original exact match retained		
A Discovery of Witches	Deborah Harkness	2025-05-26	2025-05-26	not found in export								B004MNLNX4		Sisters of the Snake / Sasha Nanua, Sarena Nanua [Want to Read; Book; book 735327] | Sisters of the Snake / Sarena Nanua, Sasha Nanua, Soneela Nankani [Read; Audio; book 455815] | Overgrowth / Mira Grant [Want to Read; Ebook; book 1634509]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Time's Convert	Deborah Harkness	2025-05-26	2025-05-26	not found in export								B07DKK2CV6		The Convert / Stefan Hertmans, Nicholas Guy Smith (Narrator) [Read; Audio; book 553242] | The Time of Contempt / Andrzej Sapkowski, Peter Kenny (Narrator), David   French (Translator) [Want to Read; Audio; book 1408508] | This Poison Heart / Kalynn  Bayron [Want to Read; Book; book 465278]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Heroes Die	Matthew Stover	2025-05-26	2025-05-26	no read audiobook in export; finish date missing/different	manual book-level pairing	Heroes Die	Read	Book		78154	13759378	B006X6EQAK			paired manually	Matthew Stover / Matthew Woodring Stover name variation.	575
Blade of Tyshalle	Matthew Stover	2025-05-26	2025-05-26	not found in export								B006MXKPUE		Parable of the Talents / Octavia E. Butler, Patricia R. Floyd (Narrator), Peter Jay Fernandez (Narrator), Sisi Aisha Johnson (Narrator) [Want to Read; Audio; book 150915] | The Lady of the Lake / Jean Menzies [Want to Read; Book; book 1996709] | The Lady of the Lake / Andrzej Sapkowski, David   French (Translator), Peter Kenny (Narrator) [Want to Read; Audio; book 445169]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Caine Black Knife	Matthew Stover	2025-05-26	2025-05-26	not found in export								B006P47V0M		Rainbow Black / Maggie Thrash [Want to Read; Ebook; book 975349] | Caine's law / Matthew Woodring Stover [Read; Book; book 459283] | The Subtle Knife / Philip Pullman [Read; Audio; book 198704]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Caine’s Law	Matthew Stover	2025-05-26	2025-05-26	no read audiobook in export; finish date missing/different	manual book-level pairing	Caine's law	Read	Book		459283	31677253	B007MF0I2G			paired manually	Matthew Stover / Matthew Woodring Stover name variation.	2398
Shadow of Night	Deborah Harkness	2025-05-26	2025-05-26	not found in export								B008EYO88O		Our Share of Night / Mariana Enriquez, Pablo Gerardo Camacho (Illustrator), Megan McDowell (Translator) [Want to Read; Book; book 513142] | Shadow Rites / Faith Hunter [Read; Book; book 461186] | Shadow Baron / Davinia Evans [Want to Read; Book; book 1109219]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
The Book of Life	Deborah Harkness	2025-05-27	2025-05-27	not found in export								B00K8F6KQA		A Book of Life / Rabbi Michael Strassfeld [Want to Read; Book; book 1480436] | The Book of All Skies / Greg Egan [Want to Read; Book; book 658093] | The Book of Lights / Chaim Potok [Want to Read; Book; book 941628]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
One More Last Time	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	One More Last Time	Read	Book		497387	30446039	1541404467	9781541404465		original exact match retained		
Heir Today, Pawn Tomorrow: A LitRPG/GameLit Novel	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Heir Today, Pawn Tomorrow	Read	Book		637923	30615792	1541404475	9781541404472		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	168
Dungeon Mauling	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Dungeon Mauling	Read	Ebook		637922	30615791	1541404548	9781541404540		original exact match retained		
Four: The Loot: A LitRPG/GameLit Novel	Eric Ugland	2025-05-27	2025-05-27	finish date missing/different	identifier	Four: The Loot	Read	Audio		637917	32316451	1541404556	9781541404557		original exact match retained		
Dukes and Ladders: A LitRPG/Gamelit Adventure	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Dukes and Ladders	Read	Book		637921	30615790	1515942457	9781515942450		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	127
Home, Siege Home: A LitRPG/GameLit Novel	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	Home, Siege Home	Read	Book		637920	30615789	1515942465	9781515942467		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	180
The Bare Hunt	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	The Bare Hunt	Read	Book		637919	30615788	1494548682	9781494548681		original exact match retained		
Eastbound and Town	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Eastbound and Town	Read	Book		637918	30615787	1977300502	9781977300508		original exact match retained		
Four Beheadings and a Funeral	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Four Beheadings and a Funeral	Read	Ebook		995399	31020151	1494548690	9781494548698		original exact match retained		
Eat, Slay, Love	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Eat, Slay, Love	Read	Book		637916	30615785	1705267920	9781705267929		original exact match retained		
Killing Them Awfully	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Killing Them Awfully	Read	Book		637915	30615784	1705267947	9781705267943		original exact match retained		
Wild Wild Quest	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Wild Wild Quest	Read	Ebook		637911	30615780	B09N9ZGVD6	9781705267967		original exact match retained		
Flex in the City	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Flex in the City	Read	Book		637822	30615691	B0BH6Z68LZ	9781666176186		original exact match retained		
Bad to the Throne	Eric Ugland	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	Bad to the Throne	Read	Book		1077660	31101719	B0DC74YPT3			original exact match retained		
He Who Fights with Monsters: A LitRPG Adventure	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	He Who Fights with Monsters	Read	Book		2371526	31147086	1774248182			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1042
He Who Fights with Monsters 2	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	title/author	He Who Fights with Monsters 2	Read	Book		587448	30554099	1774249162			original exact match retained		
He Who Fights with Monsters 3	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	finish date missing/different	identifier	He Who Fights with Monsters 3: A LitRPG Adventure (He Who Fights with Monsters, Book 3)	Read	Audio		567926	30529439	1039400205			original exact match retained		
He Who Fights with Monsters 4	Shirtaloon, Travis Deverell	2025-05-27	2025-05-27	no read audiobook in export; finish date missing/different	manual book-level pairing	He Who Fights with Monsters 4: He Who Fights with Monsters, Book 4	Read	Ebook		587443	31230439	B09GHD1R2R			paired manually	Repeated series subtitle adds Book 4; same author and volume.	1045
