title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
Wishful Drinking	Carrie Fisher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Wishful Drinking	Read	Book		306828	24075379	B002V5GX0I	9780743583411		original exact match retained		
Starless	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Starless	Read	Book		448671	5510652	B07DLF47PK			original exact match retained		
The Last Days of August	Jon Ronson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Last Days of August	Read	Book		645598	30624674	B07JK61MK3			original exact match retained		
Strange Practice	Vivian Shaw	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Strange Practice	Read	Book		430499	27156242	B074HCGXMR			original exact match retained		
Dreadful Company	Vivian Shaw	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Dreadful Company	Read	Ebook		428779	31802991	B07FP32DJF			original exact match retained		
The Blade Itself	Joe Abercrombie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Blade Itself	Read	Book		383404	30652201	B014LL6R5U			original exact match retained		
Before They Are Hanged	Joe Abercrombie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Before They Are Hanged	Read	Book		434460	30693293	B014LL69TO			original exact match retained		
Last Argument of Kings	Joe Abercrombie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Last Argument of Kings	Read	Book		433213	30693294	B014LL6Y4O			original exact match retained		
Skyward	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Skyward	Read	Book		427749	15451021	B07H7Q5D3M			original exact match retained		
The Diary of a Hounslow Girl	Ambreen Razia	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Diary of a Hounslow Girl	Read	Book		1134046	31158113	B07KWF6W4M			original exact match retained		
Alien: Out of the Shadows	Dirk Maggs, Tim Lebbon	2025-05-22	2025-05-22	no read audiobook in export; edition scope needs review; finish date missing/different	manual book-level pairing	Alien: Out of the Shadows	Read	Book		1604318	30413310	B08GC2361R			paired manually	ABS also credits dramatist Dirk Maggs; export credits Tim Lebbon. Underlying work matched, adaptation edition not established.	998
Falling Free	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Falling Free	Read	Book		267124	24007057	B002V5IRNY			original exact match retained		
Shards of Honor	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Shards of Honor	Read	Book		474582	32045911	B002V0LTHK			original exact match retained		
Barrayar	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Barrayar	Read	Book		458046	30636645	B00309OTU0			original exact match retained		
The Warrior's Apprentice	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Warrior's Apprentice	Read	Book		442592	18798853	B0036K2EZK			original exact match retained		
The Vor Game	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Vor Game	Read	Book		458118	30542058	B002V0GFSS			original exact match retained		
Cetaganda	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Cetaganda	Read	Book		856240	30872035	B0036JUM0A			original exact match retained		
Ethan of Athos	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ethan of Athos	Read	Book		344286	14535813	B002UZL0U2			original exact match retained		
Brothers in Arms	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Brothers in Arms	Read	Book		457553	30433121	B002VACF0U			original exact match retained		
Mirror Dance	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mirror Dance	Read	Book		442049	3096228	B002V1A7F4			original exact match retained		
Memory	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Memory	Read	Book		856239	30395490	B002V1BM9O			original exact match retained		
Komarr	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Komarr	Read	Book		458044	30433125	B002UZYXVU			original exact match retained		
Winterfair Gifts	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Winterfair Gifts	Read	Book		458963	31687466	B002UZJKTA			original exact match retained		
Diplomatic Immunity	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Diplomatic Immunity	Read	Book		458045	30433111	B002V8LAAI			original exact match retained		
The Flowers of Vashnoi	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Flowers of Vashnoi	Read	Book		439341	30412127	1982557702			original exact match retained		
Captain Vorpatril's Alliance	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Captain Vorpatril's Alliance	Read	Book		106668	30633337	B009P56HIK			original exact match retained		
Cryoburn	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Cryoburn	Read	Ebook		459626	30794437	B0046CL6HY			original exact match retained		
Gentleman Jole and the Red Queen	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Gentleman Jole and the Red Queen	Read	Book		349418	31450431	B019G0PTD2			original exact match retained		
Blood of the Earth	Faith Hunter	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Blood of the Earth	Read	Book		458610	30398309	B01J4HC0TS			original exact match retained		
Curse on the Land	Faith Hunter	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Curse on the Land	Read	Book		458611	30398265	B01M3UZH89			original exact match retained		
Girls & Boys	Dennis Kelly	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Girls & Boys	Read	Book	2025-12-16	436633	23268097	B07DL1VSHB			original exact match retained		
Sins of Empire	Brian McClellan	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Sins of Empire	Read	Book		467520	30508345	B06WLM8K6B			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	305
Wrath of Empire	Brian McClellan	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Wrath of Empire	Read	Book		461271	30508296	B07BMH2BGK			original exact match retained		
Kill the Farm Boy	Kevin Hearne, Delilah S. Dawson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Kill the Farm Boy	Read	Book		465839	30425203	B079J78HNB	9780525593669		paired manually	Export credits coauthor Delilah S. Dawson; ABS also credits Kevin Hearne.	1186
Mortal Engines	Philip Reeve	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mortal Engines	Read	Book		181024	30795015	B076PN6TRH	9781338214321		original exact match retained		
October	China Mieville	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	October: The Story of the Russian Revolution	Read	Book		442920	14498809	B06XWG6X42			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1001
For We Are Many	Dennis E. Taylor	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	For We Are Many	Read	Ebook		427993	30407482	B01N17THEO			original exact match retained		
Children of Blood and Bone	Tomi Adeyemi	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Children of Blood and Bone	Read	Book		428314	21244801	B075NSTP58			original exact match retained		
One Good Dragon Deserves Another	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	One Good Dragon Deserves Another	Read	Book		468037	30385872	B012EHUVKA			original exact match retained		
No Good Dragon Goes Unpunished	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	No Good Dragon Goes Unpunished	Read	Ebook		468035	30385870	B01IWE7UY4			original exact match retained		
A Dragon of a Different Color	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Dragon of a Different Color	Read	Book		468036	30385871	B075GXN8P2			original exact match retained		
Last Dragon Standing	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Last Dragon Standing	Read	Ebook		468024	30385859	B079NL6P2H			original exact match retained		
The Fifth Season	N. K. Jemisin	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Fifth Season	Read	Book		427825	20057999	B012HQ7IPY			original exact match retained		
The Obelisk Gate	N. K. Jemisin	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Obelisk Gate	Read	Book		427868	30390634	B01K5RQ6J6			original exact match retained		
The Stone Sky	N. K. Jemisin	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Stone Sky	Read	Book		427884	30390649	B07288JYYG			original exact match retained		
Every Heart a Doorway	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Every Heart a Doorway	Read	Book		428383	31482871	B0161TMJ5C			original exact match retained		
Artemis	Andy Weir	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Artemis	Read	Book		99422	30406820	B072R1CY4P			paired manually	ABS author field includes reader Tereza Dockalova; Andy Weir matches export.	664
Oathbringer	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Oathbringer	Read	Book		459452	30455612	B0718Z5K4C			original exact match retained		
Blood of Elves	Andrzej Sapkowski	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Blood of Elves	Read	Book		445065	32343691	B00XV1ALO0			original exact match retained		
Ninefox Gambit	Yoon Ha Lee	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Ninefox Gambit	Read	Book		427867	31548915	B01GIOKF3S	9781501919381		provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	244
The Family Trade	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Family Trade	Read	Book		441093	30880114	B00UG33W6U			original exact match retained		
The Hidden Family	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Hidden Family	Read	Book		457229	30696347	B00XK3FZF4			original exact match retained		
The Clan Corporate	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Clan Corporate	Read	Book		463499	30381162	B01012V9JW			original exact match retained		
The Merchants' War	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Merchants' War	Read	Book		457766	31687455	B014EMLGUM			original exact match retained		
The Revolution Business	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Revolution Business	Read	Book		457714	30421008	B0189OKEO0			original exact match retained		
The Trade of Queens	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Trade of Queens	Read	Book		89047	31687361	B0195CI1QS			original exact match retained		
Empire Games	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Empire Games	Read	Book		448665	30795277	B01NCWQP6F			original exact match retained		
Dark State	Charles Stross	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Dark State	Read	Book		459046	31157633	B078MR6WQ6			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	110
Mutineer	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mutineer	Read	Book		351855	26230501	B002V8H6V0			original exact match retained		
Deserter	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Deserter	Read	Book		1023700	31048219	B002V0LUOW			original exact match retained		
Defiant	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Defiant	Read	Book		643162	30621960	B002V1NQ66			original exact match retained		
Resolute	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Resolute	Read	Book		1023718	31048237	B002V1NQAC			original exact match retained		
Audacious	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Audacious	Read	Book		1023701	31048220	B002V1NQDO			original exact match retained		
Intrepid	Mike Shepherd	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Intrepid	Read	Book		1023702	31048221	B002V0A7AA			original exact match retained		
Ancillary Justice	Ann Leckie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ancillary Justice	Read	Book		95034	30629193	1549174908	9781549174902		original exact match retained		
Ancillary Sword	Ann Leckie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ancillary Sword	Read	Book		42612	30447521	B00O5GFLRC			original exact match retained		
Ancillary Mercy	Ann Leckie	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ancillary Mercy	Read	Book		89213	30889924	B014JWUK8Q			original exact match retained		
Agent of Hel	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Dark Currents	Read	Book		473150	31599994	B009UX3BUE			paired manually	ABS subtitle is Dark Currents and series is Agent of Hel volume 1; matches export.	107
Autumn Bones	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Autumn Bones	Read	Book		461552	30393652	B00FJR96ZE			original exact match retained		
Poison Fruit	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Poison Fruit	Read	Book		459433	30393654	B00O8IPW3K			original exact match retained		
Off to Be the Wizard	Scott Meyer	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Off to Be the Wizard	Read	Book		427622	12252114	B00IIS32NI			original exact match retained		
Ghost Talkers	Mary Robinette Kowal	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ghost Talkers	Read	Book		441128	2435539	B01GSJHSS8			original exact match retained		
Dead Rising	Debra Dunbar	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Dead Rising	Read	Book		496530	30444990	B01KU584NE			original exact match retained		
Indexing	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Indexing	Read	Book		318992	31600040	B00IK12AZ4			original exact match retained		
Indexing: Reflections	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Indexing: Reflections	Read	Book		995889	31020646	B0198LMI2O			original exact match retained		
Shadows of Self	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Shadows of Self	Read	Book		135725	30468880	B014LLCT7A			original exact match retained		
The Bands of Mourning	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Bands of Mourning	Read	Book		427966	2316588	B0189QQXRA			original exact match retained		
The Alloy of Law	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Alloy of Law	Read	Book		330249	30422640	B005ZUI3OA			original exact match retained		
The Final Empire	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Mistborn: The Final Empire	Read	Book		369692	5195452	B002V0QCYU			paired manually	Mistborn series prefix added; same author and first novel.	674
The Well of Ascension	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Well of Ascension	Read	Book		427383	18882062	B002V5GLQ4			original exact match retained		
The Hero of Ages	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Hero of Ages	Read	Book		103241	4780391	B002VA9IKK			original exact match retained		
Naamah's Kiss	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Naamah's Kiss	Read	Ebook		386472	533188	B002VA9N4Q			original exact match retained		
Naamah's Curse	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Naamah's Curse	Read	Book		93422	19342135	B003R2X1JK			original exact match retained		
Naamah's Blessing	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Naamah's Blessing	Read	Book		261819	3729310	B0058JNUCS			original exact match retained		
Beggars in Spain	Nancy Kress	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Beggars in Spain	Read	Book		327532	22236020	B002V1JFFC			original exact match retained		
Steelheart	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Steelheart	Read	Book		39657	30565057	B00ECDZ08I			original exact match retained		
Mitosis	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Mitosis: A Reckoners Story	Read	Book		427474	30425894	B00LSYYMY2			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	909
Firefight	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Firefight	Read	Book	2025-12-16	427458	31563073	B00O3IUEII			original exact match retained		
Calamity	Brandon Sanderson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Calamity	Read	Book		427477	31687337	B019P7DVPE			original exact match retained		
Brilliance of the Moon	Lian Hearn	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Brilliance of the Moon	Read	Book		229421	15015433	B002V5BU42			original exact match retained		
Across the Nightingale Floor	Lian Hearn	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Across the Nightingale Floor	Read	Book		307890	25369771	B002VAA7UU			original exact match retained		
Grass for His Pillow	Lian Hearn	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Grass for His Pillow	Read	Book		446802	23063169	B002V5CMTO			original exact match retained		
The Aeronaut's Windlass	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Aeronaut's Windlass	Read	Book		458602	6454628	B0143O99FK			original exact match retained		
Furies of Calderon	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Furies of Calderon	Read	Book		380212	30504276	B002V8HC7I			original exact match retained		
Cursor's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Cursor's Fury	Read	Book		437923	30429326	B002V0TG16			original exact match retained		
Captain's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Captain's Fury	Read	Book		258514	1948989	B002V5CMK8			original exact match retained		
Princeps' Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Princeps' Fury	Read	Book		40860	30919438	B002V0KCYG			original exact match retained		
First Lord's Fury	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	First Lord's Fury	Read	Book		10095	30492172	B01JZM8RH6			original exact match retained		
Insurrection	Thomas M. Reid	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Insurrection	Read	Ebook		837630	31687437	B00AW2ZHMC			original exact match retained		
Dissolution	Richard Lee Byers	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Dissolution	Read	Ebook		271668	296765	B00AWDA6C2			original exact match retained		
Queen of the Darkness	Anne Bishop	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Queen of the Darkness	Read	Book		275805	1982776	B003RCE1JY			original exact match retained		
Daughter of the Blood	Anne Bishop	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Daughter of the Blood	Read	Book		447718	26484641	B003C28KXM			original exact match retained		
Heir to the Shadows	Anne Bishop	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Heir to the Shadows	Read	Book		446147	30506635	B003LMNK2E			original exact match retained		
Cryptonomicon	Neal Stephenson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Cryptonomicon	Read	Book		386719	5310645	B086WMZ9WR			original exact match retained		
Kushiel's Dart	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Dart	Read	Book		427397	10192683	B002V8HEEE	9781400179497		original exact match retained		
Kushiel's Chosen	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Chosen	Read	Book		439003	32164650	B002VA8LKS	9781400179503		original exact match retained		
Kushiel's Avatar	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Avatar	Read	Book		439093	11559033	B002V082MA	9781400179510		original exact match retained		
Kushiel's Justice	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Kushiel's Justice	Read	Book		380013	31687460	B002V5GZQK			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1291
Kushiel's Mercy	Jacqueline Carey	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Kushiel's Mercy	Read	Book		338270	31687318	B002V0TG4I			original exact match retained		
The Hallowed Hunt	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Hallowed Hunt	Read	Ebook		383394	30436804	B002V0QHSG			original exact match retained		
Penric and the Shaman	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Penric and the Shaman	Read	Book		461429	30432952	B01NACOKLN			original exact match retained		
Penric's Mission: A Novella in the World of the Five Gods	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Penric's Mission	Read	Book		489681	30436805	B01MUCWLLY			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	270
The Curse of Chalion	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Curse of Chalion	Read	Book		146704	22817578	B002V0M5FU			original exact match retained		
Paladin of Souls	Lois McMaster Bujold	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Paladin of Souls	Read	Book		381205	20163176	B002UZLB92			original exact match retained		
Machine Man	Max Barry	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Machine Man 	Read	Book		333174	5030319	B005FMYOIC			original exact match retained		
Snow Crash	Neal Stephenson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Snow Crash	Read	Book		92854	6323255	B002UUKWCY			original exact match retained		
Bellwether	Connie Willis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Bellwether	Read	Book		107801	16610886	B002V1BMW6			original exact match retained		
1Q84	Haruki Murakami, Jay Rubin - translator, Philip Gabriel - translator	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	1Q84	Read	Book		427687	28550547	B005XZM7R6			original exact match retained		
Hard-Boiled Wonderland and the End of the World	Haruki Murakami	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Hard-Boiled Wonderland and the End of the World	Read	Book		430705	20105775	B07DFM7Y68			original exact match retained		
Fool Moon	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Fool Moon	Read	Book		183010	19170037	B002V1BII4			original exact match retained		
Grave Peril	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Grave Peril	Read	Book		309362	30117722	B002V8MMPU			original exact match retained		
Death Masks	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Death Masks	Read	Book		1244	19221704	B002V9ZE4A			original exact match retained		
Turn Coat	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Turn Coat	Read	Book		187503	17446455	B002V0M1R2			original exact match retained		
Changes: The Dresden Files, Book 12	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Changes	Read	Book		252854	30527416	B003DORDUU			paired manually	Series suffix only; Jim Butcher and volume 12 agree.	649
Side Jobs	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Side Jobs: Stories from The Dresden Files	Read	Book		445869	30430493	B004708FYW			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	650
Ghost Story	Jim Butcher	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ghost Story	Read	Book		333169	30446743	B00UVR0LWY			original exact match retained		
Go the F--k to Sleep	Adam Mansbach, Ricardo Cortes - illustrator	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Go the Fuck to Sleep	Read	Book		799532	30806478	B00551W570			paired manually	Censored title; same author and illustrator.	160
The Name of the Wind	Patrick Rothfuss	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Name of the Wind	Read	Book		379217	19454574	B002UZMLXM			original exact match retained		
The Wise Man's Fear	Patrick Rothfuss	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Wise Man's Fear	Read	Book		381332	31488150	B007Q37QD8			original exact match retained		
Bad Habit	Alana S. Portero, Mara Faye Lethem - translator	2025-05-22	2025-05-22	no read audiobook in export	manual book-level pairing	Bad Habit	Read	Book	2025-05-22	1204816	32164695	B0CCW3TN5J			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2218
The Sword of Kaigen: A Theonite War Story	M. L. Wang	2025-05-23	2025-05-22	no read audiobook in export	manual book-level pairing	The Sword of Kaigen	Read	Book	2025-05-23	445706	30396833	B08GGD1BH1			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	419
Wrath Goddess Sing	Maya Deane	2025-05-25	2025-05-24	no read audiobook in export	manual book-level pairing	Wrath Goddess Sing	Read	Book	2025-05-25	455447	31668545	B09JXLRPMQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1516
Raven Stratagem	Yoon Ha Lee	2025-05-25	2025-05-25	not marked read; no read audiobook in export; finish date missing/different	title/author	Raven Stratagem	Want to Read	Book		430697	31534766	B072JV8KMX			original exact match retained		
Revenant Gun	Yoon Ha Lee	2025-05-25	2025-05-25	not marked read; no read audiobook in export; finish date missing/different	title/author	Revenant Gun	Want to Read	Book		459138	30400629	B07DLGK6LR			original exact match retained		
Hexarchate Stories	Yoon Ha Lee	2025-05-25	2025-05-25	not marked read; no read audiobook in export; finish date missing/different	title/author	Hexarchate Stories	Want to Read	Book		459137	30567068	198000661X			original exact match retained		
Compass Rose	Anna Burke	2025-05-26	2025-05-25	no read audiobook in export	title/author	Compass Rose	Read	Book	2025-05-26	439105	12372412	B07VKF2R57			original exact match retained		
Moonstone: The Boy Who Never Was	Sjon, Victoria Cribb - translator	2025-05-26	2025-05-26	no read audiobook in export	title/author	Moonstone: The Boy Who Never Was	Read	Book	2025-05-26	1222850	31247898	B01IIPG43U			original exact match retained		
Knot of Shadows	Lois McMaster Bujold	2025-05-26	2025-05-26	no read audiobook in export; finish date missing/different	title/author	Knot of Shadows	Read	Book		696198	30684850	B09MR6VNJD			original exact match retained		
Heroes Die	Matthew Stover	2025-05-26	2025-05-26	no read audiobook in export; finish date missing/different	manual book-level pairing	Heroes Die	Read	Book		78154	13759378	B006X6EQAK			paired manually	Matthew Stover / Matthew Woodring Stover name variation.	575
Caine’s Law	Matthew Stover	2025-05-26	2025-05-26	no read audiobook in export; finish date missing/different	manual book-level pairing	Caine's law	Read	Book		459283	31677253	B007MF0I2G			paired manually	Matthew Stover / Matthew Woodring Stover name variation.	2398
